question_id	exam_id	exam_title	exam_family	group_name	question_number	raw_topic	first_line	main_topic	subtopic	course_phase	question_form	question_form_title	primary_snippet_slug	primary_snippet_title	secondary_snippet_slugs	secondary_snippet_titles
resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q04	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023	2023 Resit Exam Guidelines	2023-resit-family	previous-years	4	function defaults and loops	Suppose you have the following function, which takes two integers as arguments:	functions-and-scope	parameters-flexible-args	pre-midterm	predict_output	Predict the output	defaults-keyword-arguments	Defaults and keyword arguments	loop-templates	Loop templates
resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q05	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023	2023 Resit Exam Guidelines	2023-resit-family	previous-years	5	list slicing and sets	Suppose you have a list called x, where:	dicts-and-comprehensions	comprehensions	post-midterm	equivalence_match	Match equivalent expressions / outputs	set-vs-list-vs-dict	Set vs list vs dict	slicing-patterns|builtins-return-values	Slicing patterns | Built-ins and what they return
resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q06	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023	2023 Resit Exam Guidelines	2023-resit-family	previous-years	6	keyword arguments	You need to write a function called main which accepts a flexible number of keyword arguments. The function should compute and return the sum of the values of the arguments.	functions-and-scope	parameters-flexible-args	pre-midterm	choose_working_code	Choose the code that works	args-and-kwargs	*args and **kwargs		
resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q07	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023	2023 Resit Exam Guidelines	2023-resit-family	previous-years	7	Dictionaries and Mappings	Assume you already have a list of strings called words.	dicts-and-comprehensions	comprehensions	post-midterm	choose_working_code	Choose the code that works	dict-comprehension-patterns	Dictionary comprehension patterns		
resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q08	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023	2023 Resit Exam Guidelines	2023-resit-family	previous-years	8	Dictionaries and Mappings	You are given two lists, called students and grades.	dicts-and-comprehensions	dicts	pre-midterm	choose_working_code	Choose the code that works	dict-build-count-aggregate	Build, count, and aggregate dictionaries		
resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q09	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023	2023 Resit Exam Guidelines	2023-resit-family	previous-years	9	Dictionaries and Mappings	You have a dictionary that represents the scores of students in a math competition:	dicts-and-comprehensions	dicts	pre-midterm	equivalence_match	Match equivalent expressions / outputs	dict-build-count-aggregate	Build, count, and aggregate dictionaries	dict-iteration-equality	Dictionary iteration and equality
resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q10	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023	2023 Resit Exam Guidelines	2023-resit-family	previous-years	10	String Methods	What is the output of the following code segment?	strings	methods	post-midterm	predict_output	Predict the output	case-and-capitalization	Case methods and capitalization	list-comprehension-patterns	List comprehension patterns
resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q11	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023	2023 Resit Exam Guidelines	2023-resit-family	previous-years	11	Functions and Imports	What will be the output of the following code segment?	core-python	types-conditions	pre-midterm	predict_output	Predict the output	builtins-return-values	Built-ins and what they return	zip-enumerate-core	zip() and enumerate() core patterns
resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q12	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023	2023 Resit Exam Guidelines	2023-resit-family	previous-years	12	Sequences and Access	Suppose you have a list called numbers = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10].	core-python	lists-loops	pre-midterm	choose_nonworking_code	Choose the code that fails	slicing-patterns	Slicing patterns		
resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q13	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023	2023 Resit Exam Guidelines	2023-resit-family	previous-years	13	Multiple choice	You have a string variable called sentence:	strings	formatting	post-midterm	equivalence_match	Match equivalent expressions / outputs	targeted-string-edit-patterns	Targeted string edits	find-index-count	find(), index(), count()
resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q14	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023	2023 Resit Exam Guidelines	2023-resit-family	previous-years	14	Multiple choice	You have the following objects loaded in Python:	strings	formatting	post-midterm	choose_working_code	Choose the code that works	fstrings-and-format	f-strings and .format()	split-join-replace	split(), join(), replace()
resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q15	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023	2023 Resit Exam Guidelines	2023-resit-family	previous-years	15	Multiple choice	"A company wants to extract the components of email addresses. An email address consists of the local part, which comes before the ""@"" symbol and a domain name, which comes after the ""@"" symbol."	pandas	construction-and-sorting	post-midterm	choose_working_code	Choose the code that works	pandas-build-from-args	Build DataFrames from arguments	url-email-phone-parsing	URL, email, and phone parsing
resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q16	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023	2023 Resit Exam Guidelines	2023-resit-family	previous-years	16	Multiple choice	You have the following definition of a class called Employee:	oop	constructors-and-state	post-midterm	predict_output	Predict the output	oop-init-self-defaults	__init__, self, defaults, attributes		
resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q17	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023	2023 Resit Exam Guidelines	2023-resit-family	previous-years	17	Multiple choice	Which other code fragment will print the same output as the following?	datetime	arithmetic-and-overlap	post-midterm	equivalence_match	Match equivalent expressions / outputs	datetime-timedelta-day-counts	timedelta and day counts	datetime-strptime-strftime	strptime() and strftime()
resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q18	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023	2023 Resit Exam Guidelines	2023-resit-family	previous-years	18	Multiple choice	Suppose you have the following DataFrame called df:	pandas	selection	post-midterm	choose_nonworking_code	Choose the code that fails	pandas-loc-iloc	loc vs iloc	pandas-series-vs-dataframe	Series vs DataFrame
resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q19	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023	2023 Resit Exam Guidelines	2023-resit-family	previous-years	19	animals methods	You have the following definition for a class called Animals:	oop	methods-and-comparison	post-midterm	choose_working_code	Choose the code that works	oop-method-calls-and-self	Method calls and self	oop-init-self-defaults	__init__, self, defaults, attributes
resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q20	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023	2023 Resit Exam Guidelines	2023-resit-family	previous-years	20	movie review methods	You have the following definition for a class named Movie.	oop	methods-and-comparison	post-midterm	choose_working_code	Choose the code that works	oop-compare-and-report-patterns	Compare/report method patterns	oop-state-and-collection-attributes	Object state and collection attributes
resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q21	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023	2023 Resit Exam Guidelines	2023-resit-family	previous-years	21	datetime weekly dates list	You need to write a function called main, which accepts a string as an argument. The string represents a date as DD-MM-YYYY.	datetime	sequence-generation	post-midterm	explain_error_or_mismatch	Explain why a mismatch/error happens	datetime-sequence-generation	Date sequences	datetime-strptime-strftime	strptime() and strftime()
resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q22	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023	2023 Resit Exam Guidelines	2023-resit-family	previous-years	22	pandas date column from day month year	Suppose you have the following DataFrame called df:	pandas	transforms	post-midterm	choose_working_code	Choose the code that works	pandas-string-and-date-columns	String/date columns	datetime-build-from-parts	Build datetimes from parts
resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q23	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023	2023 Resit Exam Guidelines	2023-resit-family	previous-years	23	pandas above average salary	Consider the following pandas DataFrame called df:	pandas	selection	post-midterm	choose_working_code	Choose the code that works	pandas-boolean-mask-and-indexing	Boolean masks and indexing	pandas-vectorized-new-columns | builtins-return-values	Vectorized new columns | Built-ins and what they return
resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023-q24	resit-exam-guidelines-for-intro-to-python-6013b0470y-july-2023	2023 Resit Exam Guidelines	2023-resit-family	previous-years	24	pandas lambda output	What will be the output of the following lines of code?	pandas	transforms	post-midterm	predict_output	Predict the output	pandas-map-vs-apply	map() vs apply()	pandas-vectorized-new-columns	Vectorized new columns
resit-solutions-for-introduction-to-python-35761538-q01	resit-solutions-for-introduction-to-python-35761538	2023 Resit Solutions	2023-resit-family	previous-years	1	1_Basics_Logic_1	Suppose you have a list called x containing tuples, where	core-python	lists-loops	pre-midterm	choose_working_code	Choose the code that works	nested-indexing-and-negative-indices	Nested indexing and negative indices	types-none-bool-equality	Types, None, bool, equality
resit-solutions-for-introduction-to-python-35761538-q02	resit-solutions-for-introduction-to-python-35761538	2023 Resit Solutions	2023-resit-family	previous-years	2	1_Basics_Scope_1	Executing the following program will produce an error. Why?	functions-and-scope	returns-scope	pre-midterm	explain_error_or_mismatch	Explain why a mismatch/error happens	local-vs-global-scope	Local vs global scope	return-none-and-function-end	return, None, and function end
resit-solutions-for-introduction-to-python-35761538-q03	resit-solutions-for-introduction-to-python-35761538	2023 Resit Solutions	2023-resit-family	previous-years	3	1_Basics_Variables_3	What will be printed by the following code segment?	functions-and-scope	returns-scope	pre-midterm	predict_output	Predict the output	return-none-and-function-end	return, None, and function end	types-none-bool-equality	Types, None, bool, equality
resit-solutions-for-introduction-to-python-35761538-q04	resit-solutions-for-introduction-to-python-35761538	2023 Resit Solutions	2023-resit-family	previous-years	4	3_Function_Argument_3	Suppose you have the following function, which takes two integers as arguments:	functions-and-scope	parameters-flexible-args	pre-midterm	predict_output	Predict the output	defaults-keyword-arguments	Defaults and keyword arguments	loop-templates	Loop templates
resit-solutions-for-introduction-to-python-35761538-q05	resit-solutions-for-introduction-to-python-35761538	2023 Resit Solutions	2023-resit-family	previous-years	5	Functions Built-in	Suppose you have a list called x, where:	dicts-and-comprehensions	comprehensions	post-midterm	equivalence_match	Match equivalent expressions / outputs	set-vs-list-vs-dict	Set vs list vs dict	slicing-patterns|builtins-return-values	Slicing patterns | Built-ins and what they return
resit-solutions-for-introduction-to-python-35761538-q06	resit-solutions-for-introduction-to-python-35761538	2023 Resit Solutions	2023-resit-family	previous-years	6	Function Flexible Argument	You need to write a function called main which accepts a flexible number of keyword arguments. The function should compute and return the sum of the values of the arguments.	functions-and-scope	parameters-flexible-args	pre-midterm	choose_working_code	Choose the code that works	args-and-kwargs	*args and **kwargs		
resit-solutions-for-introduction-to-python-35761538-q07	resit-solutions-for-introduction-to-python-35761538	2023 Resit Solutions	2023-resit-family	previous-years	7	Dictionaries Comprehension	Assume you already have a list of strings called words.	dicts-and-comprehensions	comprehensions	post-midterm	choose_working_code	Choose the code that works	dict-comprehension-patterns	Dictionary comprehension patterns		
resit-solutions-for-introduction-to-python-35761538-q08	resit-solutions-for-introduction-to-python-35761538	2023 Resit Solutions	2023-resit-family	previous-years	8	Dictionaries and Mappings	You are given two lists, called students and grades:	dicts-and-comprehensions	dicts	pre-midterm	choose_working_code	Choose the code that works	dict-build-count-aggregate	Build, count, and aggregate dictionaries		
resit-solutions-for-introduction-to-python-35761538-q09	resit-solutions-for-introduction-to-python-35761538	2023 Resit Solutions	2023-resit-family	previous-years	9	Dictionaries and Mappings	You have a dictionary that represents the scores of students in a math competition:	dicts-and-comprehensions	dicts	pre-midterm	equivalence_match	Match equivalent expressions / outputs	dict-build-count-aggregate	Build, count, and aggregate dictionaries	dict-iteration-equality	Dictionary iteration and equality
resit-solutions-for-introduction-to-python-35761538-q10	resit-solutions-for-introduction-to-python-35761538	2023 Resit Solutions	2023-resit-family	previous-years	10	String Methods	What is the output of the following code segment?	strings	methods	post-midterm	predict_output	Predict the output	case-and-capitalization	Case methods and capitalization	list-comprehension-patterns	List comprehension patterns
resit-solutions-for-introduction-to-python-35761538-q11	resit-solutions-for-introduction-to-python-35761538	2023 Resit Solutions	2023-resit-family	previous-years	11	Functions and Imports	What will be the output of the following code segment?	core-python	types-conditions	pre-midterm	predict_output	Predict the output	builtins-return-values	Built-ins and what they return	zip-enumerate-core	zip() and enumerate() core patterns
resit-solutions-for-introduction-to-python-35761538-q12	resit-solutions-for-introduction-to-python-35761538	2023 Resit Solutions	2023-resit-family	previous-years	12	Sequences and Access	Suppose you have a list called numbers = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10].	core-python	lists-loops	pre-midterm	choose_nonworking_code	Choose the code that fails	slicing-patterns	Slicing patterns		
resit-solutions-for-introduction-to-python-35761538-q13	resit-solutions-for-introduction-to-python-35761538	2023 Resit Solutions	2023-resit-family	previous-years	13	string - find - 3	You have a string variable called sentence:	strings	formatting	post-midterm	equivalence_match	Match equivalent expressions / outputs	targeted-string-edit-patterns	Targeted string edits	find-index-count	find(), index(), count()
resit-solutions-for-introduction-to-python-35761538-q14	resit-solutions-for-introduction-to-python-35761538	2023 Resit Solutions	2023-resit-family	previous-years	14	string - fstring - 3	You have the following objects loaded in Python:	strings	formatting	post-midterm	choose_working_code	Choose the code that works	fstrings-and-format	f-strings and .format()	split-join-replace	split(), join(), replace()
resit-solutions-for-introduction-to-python-35761538-q15	resit-solutions-for-introduction-to-python-35761538	2023 Resit Solutions	2023-resit-family	previous-years	15	string - operations - 3	"A company wants to extract the components of email addresses. An email address consists of the local part, which comes before the ""@"" symbol and a domain name, which comes after the ""@"" symbol."	pandas	construction-and-sorting	post-midterm	choose_working_code	Choose the code that works	pandas-build-from-args	Build DataFrames from arguments	url-email-phone-parsing	URL, email, and phone parsing
resit-solutions-for-introduction-to-python-35761538-q16	resit-solutions-for-introduction-to-python-35761538	2023 Resit Solutions	2023-resit-family	previous-years	16	6_OOP_Easy_1	You have the following definition of a class called Employee:	oop	constructors-and-state	post-midterm	predict_output	Predict the output	oop-init-self-defaults	__init__, self, defaults, attributes		
resit-solutions-for-introduction-to-python-35761538-q17	resit-solutions-for-introduction-to-python-35761538	2023 Resit Solutions	2023-resit-family	previous-years	17	8_Datetime_Easy_2	Which other code fragment will print the same output as the following?	datetime	arithmetic-and-overlap	post-midterm	equivalence_match	Match equivalent expressions / outputs	datetime-timedelta-day-counts	timedelta and day counts	datetime-strptime-strftime	strptime() and strftime()
resit-solutions-for-introduction-to-python-35761538-q18	resit-solutions-for-introduction-to-python-35761538	2023 Resit Solutions	2023-resit-family	previous-years	18	pandas - easy - 3	Suppose you have the following DataFrame called df:	pandas	selection	post-midterm	choose_nonworking_code	Choose the code that fails	pandas-loc-iloc	loc vs iloc	pandas-series-vs-dataframe	Series vs DataFrame
resit-solutions-for-introduction-to-python-35761538-q19	resit-solutions-for-introduction-to-python-35761538	2023 Resit Solutions	2023-resit-family	previous-years	19	6_OOP_Function_1	You have the following definition for a class called Animals:	oop	methods-and-comparison	post-midterm	choose_working_code	Choose the code that works	oop-method-calls-and-self	Method calls and self	oop-init-self-defaults	__init__, self, defaults, attributes
resit-solutions-for-introduction-to-python-35761538-q20	resit-solutions-for-introduction-to-python-35761538	2023 Resit Solutions	2023-resit-family	previous-years	20	6_OOP_Hard_3	You have the following definition for a class named Movie.	oop	methods-and-comparison	post-midterm	choose_working_code	Choose the code that works	oop-compare-and-report-patterns	Compare/report method patterns	oop-state-and-collection-attributes	Object state and collection attributes
resit-solutions-for-introduction-to-python-35761538-q21	resit-solutions-for-introduction-to-python-35761538	2023 Resit Solutions	2023-resit-family	previous-years	21	8_Datetime_Function_1	You need to write a function called main, which accepts a string as an argument. The string represents a date as DD-MM-YYYY.	datetime	sequence-generation	post-midterm	explain_error_or_mismatch	Explain why a mismatch/error happens	datetime-sequence-generation	Date sequences	datetime-strptime-strftime	strptime() and strftime()
resit-solutions-for-introduction-to-python-35761538-q22	resit-solutions-for-introduction-to-python-35761538	2023 Resit Solutions	2023-resit-family	previous-years	22	8_Datetime_Hard_3	Suppose you have the following DataFrame called df:	pandas	transforms	post-midterm	choose_working_code	Choose the code that works	pandas-string-and-date-columns	String/date columns	datetime-build-from-parts	Build datetimes from parts
resit-solutions-for-introduction-to-python-35761538-q23	resit-solutions-for-introduction-to-python-35761538	2023 Resit Solutions	2023-resit-family	previous-years	23	pandas - hard - 3	Consider the following pandas DataFrame called df:	pandas	selection	post-midterm	choose_working_code	Choose the code that works	pandas-boolean-mask-and-indexing	Boolean masks and indexing	pandas-vectorized-new-columns | builtins-return-values	Vectorized new columns | Built-ins and what they return
resit-solutions-for-introduction-to-python-35761538-q24	resit-solutions-for-introduction-to-python-35761538	2023 Resit Solutions	2023-resit-family	previous-years	24	pandas - lambda - 3	What will be the output of the following lines of code?	pandas	transforms	post-midterm	predict_output	Predict the output	pandas-map-vs-apply	map() vs apply()	pandas-vectorized-new-columns	Vectorized new columns
sample-final-plus-answers-q01	sample-final-plus-answers	2025 Sample Final Plus Answers	2025-sample-family	current-year	1	vehicle class defaults	You'd like to define a class called Vehicle. It should have two attributes: name and mode, which you want to be initialized during object creation.	oop	constructors-and-state	post-midterm	choose_working_code	Choose the code that works	oop-init-self-defaults	__init__, self, defaults, attributes	defaults-keyword-arguments	Defaults and keyword arguments
sample-final-plus-answers-q02	sample-final-plus-answers	2025 Sample Final Plus Answers	2025-sample-family	current-year	2	book rating output	Take a look at the following class definition.	oop	constructors-and-state	post-midterm	predict_output	Predict the output	oop-state-and-collection-attributes	Object state and collection attributes	oop-compare-and-report-patterns | builtins-return-values	Compare/report method patterns | Built-ins and what they return
sample-final-plus-answers-q03	sample-final-plus-answers	2025 Sample Final Plus Answers	2025-sample-family	current-year	3	student grade formatting	Imagine that you have a list called students, which is populated by a number of dictionaries.	strings	formatting	post-midterm	choose_working_code	Choose the code that works	fstrings-and-format	f-strings and .format()	dict-iteration-equality	Dictionary iteration and equality
sample-final-plus-answers-q04	sample-final-plus-answers	2025 Sample Final Plus Answers	2025-sample-family	current-year	4	phone number formatting	You need to write a function called format_phone_number that formats phone numbers.	strings	methods	post-midterm	choose_nonworking_code	Choose the code that fails	split-join-replace	split(), join(), replace()	mutation-vs-return|url-email-phone-parsing	Mutation vs return value | URL, email, and phone parsing
sample-final-plus-answers-q05	sample-final-plus-answers	2025 Sample Final Plus Answers	2025-sample-family	current-year	5	pandas even-row selection	You have a pandas DataFrame called df that looks like this, when printed:	pandas	selection	post-midterm	choose_working_code	Choose the code that works	pandas-loc-iloc	loc vs iloc	pandas-series-vs-dataframe	Series vs DataFrame
sample-final-plus-answers-q06	sample-final-plus-answers	2025 Sample Final Plus Answers	2025-sample-family	current-year	6	pandas df2 derivation	There are two pandas DataFrames: df1 and df2. They look like this, when printed:	pandas	construction-and-sorting	post-midterm	choose_nonworking_code	Choose the code that fails	pandas-sort-index-vs-values	sort_index() vs sort_values()	pandas-loc-iloc	loc vs iloc
sample-final-plus-answers-q07	sample-final-plus-answers	2025 Sample Final Plus Answers	2025-sample-family	current-year	7	datetime month parser	Take a look at the following code segment.	datetime	parsing-formatting	post-midterm	predict_output	Predict the output	datetime-strptime-strftime	strptime() and strftime()		
sample-final-plus-answers-q08	sample-final-plus-answers	2025 Sample Final Plus Answers	2025-sample-family	current-year	8	dictionary comprehension lengths	You have a list of strings called list_1, in which every element is unique.	dicts-and-comprehensions	comprehensions	post-midterm	choose_working_code	Choose the code that works	dict-comprehension-patterns	Dictionary comprehension patterns		
sample-final-plus-answers-q09	sample-final-plus-answers	2025 Sample Final Plus Answers	2025-sample-family	current-year	9	Datetime parsing	Take a look at the following code segment.	datetime	parsing-formatting	post-midterm	predict_output	Predict the output	datetime-strptime-strftime	strptime() and strftime()		
sample-final-plus-answers-q10	sample-final-plus-answers	2025 Sample Final Plus Answers	2025-sample-family	current-year	10	Datetime day-of-year	Suppose that you want to write a function called day_of_year that takes a datetime value and returns the number of the day that the datetime value represents within the year. The return value is therefore always an integer between 1 and 366.	datetime	arithmetic-and-overlap	post-midterm	choose_working_code	Choose the code that works	datetime-timedelta-day-counts	timedelta and day counts		
sample-final-plus-answers-q11	sample-final-plus-answers	2025 Sample Final Plus Answers	2025-sample-family	current-year	11	Dictionary comprehension	You have a list of strings called list_1, in which every element is unique.	dicts-and-comprehensions	comprehensions	post-midterm	choose_working_code	Choose the code that works	dict-comprehension-patterns	Dictionary comprehension patterns		
sample-final-plus-answers-q12	sample-final-plus-answers	2025 Sample Final Plus Answers	2025-sample-family	current-year	12	Case swapping	Suppose that you have a list of letters called list_1. Some letters are upper case, others are in lower case.	dicts-and-comprehensions	comprehensions	post-midterm	choose_working_code	Choose the code that works	list-comprehension-patterns	List comprehension patterns	case-and-capitalization	Case methods and capitalization
sample-final-plus-answers-q13	sample-final-plus-answers	2025 Sample Final Plus Answers	2025-sample-family	current-year	13	Comparisons and types	Suppose you have three variables x, y, z, as follows:	core-python	types-conditions	pre-midterm	predict_output	Predict the output	types-none-bool-equality	Types, None, bool, equality		
sample-final-plus-answers-q14	sample-final-plus-answers	2025 Sample Final Plus Answers	2025-sample-family	current-year	14	Loops	You need to write a simple loop that iterates over the integers from 1 to 10, and in each iteration, prints the sum of the current and the previous number. (In the first iteration, just take the previous number to be 0.)	core-python	lists-loops	pre-midterm	choose_working_code	Choose the code that works	loop-templates	Loop templates		
sample-final-plus-answers-q15	sample-final-plus-answers	2025 Sample Final Plus Answers	2025-sample-family	current-year	15	Functions and scope	Executing the following program will produce an error. Why?	functions-and-scope	returns-scope	pre-midterm	explain_error_or_mismatch	Explain why a mismatch/error happens	local-vs-global-scope	Local vs global scope		
sample-final-plus-answers-q16	sample-final-plus-answers	2025 Sample Final Plus Answers	2025-sample-family	current-year	16	Lambda functions	You already have a list named list_1 with 2 lambda functions as follows:	functions-and-scope	imports-lambda	pre-midterm	predict_output	Predict the output	higher-order-lambda	Higher-order functions and lambda		
sample-final-plus-answers-q17	sample-final-plus-answers	2025 Sample Final Plus Answers	2025-sample-family	current-year	17	Empty-sequence equality chain	You have the following function called main:	core-python	types-conditions	pre-midterm	predict_output	Predict the output	types-none-bool-equality	Types, None, bool, equality	membership-and-condition-logic	Membership and condition logic
sample-final-plus-answers-q18	sample-final-plus-answers	2025 Sample Final Plus Answers	2025-sample-family	current-year	18	List chunking into sublists	How do you break a list into a list of lists, where each sublist contains 3 elements?	core-python	lists-loops	pre-midterm	choose_working_code	Choose the code that works	slicing-patterns	Slicing patterns	list-selection-and-aggregation	List selection and aggregation
sample-final-plus-answers-q19	sample-final-plus-answers	2025 Sample Final Plus Answers	2025-sample-family	current-year	19	Dictionary running totals	You have to write a function called main that accepts a dictionary as an input argument.	dicts-and-comprehensions	dicts	pre-midterm	choose_working_code	Choose the code that works	dict-running-totals-and-next-links	Running totals and next-link dictionaries	dict-build-count-aggregate	Build, count, and aggregate dictionaries
sample-final-plus-answers-q20	sample-final-plus-answers	2025 Sample Final Plus Answers	2025-sample-family	current-year	20	Dictionary equality with zip and enumerate	What is the result of the following program?	dicts-and-comprehensions	dicts	pre-midterm	predict_output	Predict the output	dict-iteration-equality	Dictionary iteration and equality	zip-enumerate-core	zip() and enumerate() core patterns
sample-final-plus-answers-q21	sample-final-plus-answers	2025 Sample Final Plus Answers	2025-sample-family	current-year	21	Dictionary iteration semantics	d1 = {1: 10, 2: 20, 3: 30, 4: 40}	dicts-and-comprehensions	dicts	pre-midterm	odd_one_out	Find the odd one out	dict-iteration-equality	Dictionary iteration and equality		
sample-final-plus-answers-q22	sample-final-plus-answers	2025 Sample Final Plus Answers	2025-sample-family	current-year	22	String count method	You have the following string	strings	methods	post-midterm	choose_working_code	Choose the code that works	find-index-count	find(), index(), count()		
sample-final-plus-answers-q23	sample-final-plus-answers	2025 Sample Final Plus Answers	2025-sample-family	current-year	23	Higher-order function returning 30	Take a look at the following function definition.	functions-and-scope	imports-lambda	pre-midterm	choose_working_code	Choose the code that works	higher-order-lambda	Higher-order functions and lambda	args-and-kwargs	*args and **kwargs
sample-final-plus-answers-q24	sample-final-plus-answers	2025 Sample Final Plus Answers	2025-sample-family	current-year	24	Circle area imports and aliases	If you know the radius r of a circle and you want to calculate its area, you need the value of pi from the math package and apply the formula:	functions-and-scope	imports-lambda	pre-midterm	choose_nonworking_code	Choose the code that fails	imports-and-aliases	Imports and aliases		
trial-final-exam-solutions-introduction-to-python-3077951-q01	trial-final-exam-solutions-introduction-to-python-3077951	Trial Final Later-Course Focus	2025-sample-family	previous-years	1	6-OOP-1	"You'd like to define a class called Vehicle. It should have two attributes: ""name"" and ""mode"", which you want to be initialized at the time of object construction."	oop	constructors-and-state	post-midterm	choose_working_code	Choose the code that works	oop-init-self-defaults	__init__, self, defaults, attributes	defaults-keyword-arguments	Defaults and keyword arguments
trial-final-exam-solutions-introduction-to-python-3077951-q02	trial-final-exam-solutions-introduction-to-python-3077951	Trial Final Later-Course Focus	2025-sample-family	previous-years	2	6-OOP-2	Take a look at the following class definition.	oop	constructors-and-state	post-midterm	predict_output	Predict the output	oop-state-and-collection-attributes	Object state and collection attributes	oop-compare-and-report-patterns | builtins-return-values	Compare/report method patterns | Built-ins and what they return
trial-final-exam-solutions-introduction-to-python-3077951-q03	trial-final-exam-solutions-introduction-to-python-3077951	Trial Final Later-Course Focus	2025-sample-family	previous-years	3	6-strings-1	Imagine that you have a list called students, which is populated by a number of dictionaries.	strings	formatting	post-midterm	choose_working_code	Choose the code that works	fstrings-and-format	f-strings and .format()	dict-iteration-equality	Dictionary iteration and equality
trial-final-exam-solutions-introduction-to-python-3077951-q04	trial-final-exam-solutions-introduction-to-python-3077951	Trial Final Later-Course Focus	2025-sample-family	previous-years	4	6-strings-2	"You need to write a function called format_phone_number that formats phone numbers. The output of the function should be a string that represents a 10-digit number. The input argument is also a string with 10 digits, but the digits may be separated by dashes (the ""-"" character, at various places)."	strings	methods	post-midterm	choose_nonworking_code	Choose the code that fails	split-join-replace	split(), join(), replace()	mutation-vs-return|url-email-phone-parsing	Mutation vs return value | URL, email, and phone parsing
trial-final-exam-solutions-introduction-to-python-3077951-q05	trial-final-exam-solutions-introduction-to-python-3077951	Trial Final Later-Course Focus	2025-sample-family	previous-years	5	7-pandas-new_column-1	"You have a pandas DataFrame called df. It has a column called ""A"" and a column called ""B"". Both contain numbers."	pandas	selection	post-midterm	choose_working_code	Choose the code that works	pandas-vectorized-new-columns	Vectorized new columns	pandas-map-vs-apply	map() vs apply()
trial-final-exam-solutions-introduction-to-python-3077951-q06	trial-final-exam-solutions-introduction-to-python-3077951	Trial Final Later-Course Focus	2025-sample-family	previous-years	6	7-pandas-selection-1	You have a pandas DataFrame called df that looks like this, when printed:	pandas	construction-and-sorting	post-midterm	choose_nonworking_code	Choose the code that fails	pandas-loc-iloc	loc vs iloc	pandas-series-vs-dataframe	Series vs DataFrame
trial-final-exam-solutions-introduction-to-python-3077951-q07	trial-final-exam-solutions-introduction-to-python-3077951	Trial Final Later-Course Focus	2025-sample-family	previous-years	7	7-pandas-sorting-1	There are two pandas DataFrames: df1 and df2. They look like this, when printed:	datetime	parsing-formatting	post-midterm	predict_output	Predict the output	pandas-sort-index-vs-values	sort_index() vs sort_values()	pandas-loc-iloc	loc vs iloc
trial-final-exam-solutions-introduction-to-python-3077951-q08	trial-final-exam-solutions-introduction-to-python-3077951	Trial Final Later-Course Focus	2025-sample-family	previous-years	8	7-pandas-string-1	"There is a pandas Series called s, which contains Dutch municipality and corresponding province names, separated by a semicolon and a whitespace. The following, for example, is an element of this Series: ""Amsterdam; Noord-Holland""."	dicts-and-comprehensions	comprehensions	post-midterm	choose_working_code	Choose the code that works	pandas-map-vs-apply	map() vs apply()	split-join-replace	split(), join(), replace()
